_id,date,employeeId,checkin,device,orgId,remark,status,checkout,overtimeHours,workedHours
"""61780258efa7d9e678956afb""",2021-10-26,1002,1635255204598,Card Reader,6166c3eedb12ba3708ab8cb0,late,pending,1635267960239,NaN,3.54
"""617802abefa7d9e678958aaf""",2021-10-26,1005,1635255287577,Card Reader,6166c3eedb12ba3708ab8cb0,late,pending,1635267982209,NaN,3.53
"""617802efefa7d9e67895a5c0""",2021-10-26,1000,1635224760000,,6166c3eedb12ba3708ab8cb0,present,pending,1635268200000,0,12.07
"""617803abefa7d9e67895edbc""",2021-10-26,1003,1635255543926,Card Reader,6166c3eedb12ba3708ab8cb0,late,pending,1635267963450,NaN,3.45
"""617833faefa7d9e678b9ebf5""",2021-10-26,1008,1635267909854,Card Reader,6166c3eedb12ba3708ab8cb0,late,pending,,,
"""61783406efa7d9e678b9f3f2""",2021-10-26,1001,1635267922527,Card Reader,6166c3eedb12ba3708ab8cb0,late,pending,,,
"""61783428efa7d9e678ba119b""",2021-10-26,1007,1635267956735,Card Reader,6166c3eedb12ba3708ab8cb0,late,pending,,,
"""61783431efa7d9e678ba166e""",2021-10-26,1000,1635267965853,Card Reader,6166c3eedb12ba3708ab8cb0,late,pending,,,
"""61783438efa7d9e678ba1a87""",2021-10-26,1004,1635267972443,Card Reader,6166c3eedb12ba3708ab8cb0,late,pending,,,
"""6178343cefa7d9e678ba1dd4""",2021-10-26,1006,1635267976827,Card Reader,6166c3eedb12ba3708ab8cb0,late,pending,,,
"""617c25a4efa7d9e678b32271""",2021-10-26,1001,1635224400000,,6166c3eedb12ba3708ab8cb0,present,pending,,,
"""618102a3efa7d9e6782cbf79""",2021-10-23,1000,1634966640000,,6166c3eedb12ba3708ab8cb0,present,pending,,,
"""618102aeefa7d9e6782cc5f5""",2021-10-23,1001,1634966640000,,6166c3eedb12ba3708ab8cb0,present,pending,,,
"""618102b5efa7d9e6782ccabe""",2021-10-23,1002,1634966640000,,6166c3eedb12ba3708ab8cb0,present,pending,,,
"""618102c0efa7d9e6782cd2bd""",2021-10-23,1003,1634966640000,,6166c3eedb12ba3708ab8cb0,present,pending,,,
"""618102c8efa7d9e6782cd812""",2021-10-23,1004,1634966640000,,6166c3eedb12ba3708ab8cb0,present,pending,,,
"""618102cdefa7d9e6782cdb33""",2021-10-23,1005,1634966640000,,6166c3eedb12ba3708ab8cb0,present,pending,,,
"""618102d2efa7d9e6782cde66""",2021-10-23,1006,1634966640000,,6166c3eedb12ba3708ab8cb0,present,pending,,,
"""618102d7efa7d9e6782ce0df""",2021-10-23,1007,1634966640000,,6166c3eedb12ba3708ab8cb0,present,pending,,,
"""618102dfefa7d9e6782ce54f""",2021-10-23,1008,1634966640000,,6166c3eedb12ba3708ab8cb0,present,pending,,,
"""6170fc23efa7d9e678960477""",2021-10-21,1004,1634794857319,Card Reader,6166c3eedb12ba3708ab8cb0,present,pending,1634835875190,NaN,11.39
"""6170fc28efa7d9e67896059f""",2021-10-21,1002,1634794862732,Card Reader,6166c3eedb12ba3708ab8cb0,present,pending,1634835732664,NaN,11.35
"""6170fc2cefa7d9e6789606ec""",2021-10-21,1001,1634794866117,Card Reader,6166c3eedb12ba3708ab8cb0,present,pending,1634835905797,NaN,11.40
"""6170fc45efa7d9e678960d7f""",2021-10-21,1003,1634794891644,Card Reader,6166c3eedb12ba3708ab8cb0,present,pending,1634835724773,NaN,11.34
"""6170fc4defa7d9e678960f2a""",2021-10-21,1008,1634794899211,Card Reader,6166c3eedb12ba3708ab8cb0,present,pending,1634835719711,NaN,11.34
"""6170fc5fefa7d9e678961366""",2021-10-21,1005,1634794917403,Card Reader,6166c3eedb12ba3708ab8cb0,present,pending,1634835950788,NaN,11.40
"""6170fcf8efa7d9e6789637c0""",2021-10-21,1007,1634795070099,Card Reader,6166c3eedb12ba3708ab8cb0,present,pending,1634835943612,NaN,11.35
"""6170fd75efa7d9e678965583""",2021-10-21,1006,1634795195138,Card Reader,6166c3eedb12ba3708ab8cb0,present,pending,1634835785316,NaN,11.28
"""6170ffbcefa7d9e67896e78a""",2021-10-21,1000,1634795778244,Card Reader,6166c3eedb12ba3708ab8cb0,present,pending,1634835812110,NaN,11.12
"""61724e36efa7d9e678f6a378""",2021-10-22,1004,1634881406723,Card Reader,6166c3eedb12ba3708ab8cb0,late,pending,1634922482619,NaN,11.41
"""61724e3defa7d9e678f6a4bb""",2021-10-22,1008,1634881412960,Card Reader,6166c3eedb12ba3708ab8cb0,late,pending,1634922464275,NaN,11.40
"""61724e51efa7d9e678f6a98c""",2021-10-22,1007,1634881433290,Card Reader,6166c3eedb12ba3708ab8cb0,late,pending,1634922495630,NaN,11.41
"""61724e67efa7d9e678f6aec1""",2021-10-22,1003,1634881455228,Card Reader,6166c3eedb12ba3708ab8cb0,late,pending,1634922461362,NaN,11.39
"""61724e6aefa7d9e678f6afad""",2021-10-22,1005,1634881458249,Card Reader,6166c3eedb12ba3708ab8cb0,late,pending,1634922468916,NaN,11.39
"""61724ea2efa7d9e678f6bcf5""",2021-10-22,1001,1634881513972,Card Reader,6166c3eedb12ba3708ab8cb0,late,pending,1634922473253,NaN,11.38
"""61724eb9efa7d9e678f6c2ff""",2021-10-22,1000,1634881537432,Card Reader,6166c3eedb12ba3708ab8cb0,late,pending,1634922453805,NaN,11.37
"""61724ed3efa7d9e678f6c9ad""",2021-10-22,1002,1634881563024,Card Reader,6166c3eedb12ba3708ab8cb0,late,pending,1634922511187,NaN,11.37
"""617252f3efa7d9e678f7d4d0""",2021-10-22,1006,1634882618045,Card Reader,6166c3eedb12ba3708ab8cb0,late,pending,1634922493070,NaN,11.08
"""61766f88efa7d9e67891d098""",2021-10-25,1000,1635139800000,,6166c3eedb12ba3708ab8cb0,present,pending,1635154680000,0,4.12
"""61780258efa7d9e678956afb""",2021-10-26,1002,1635255204598,Card Reader,6166c3eedb12ba3708ab8cb0,late,pending,1635267960239,NaN,3.54
"""617802abefa7d9e678958aaf""",2021-10-26,1005,1635255287577,Card Reader,6166c3eedb12ba3708ab8cb0,late,pending,1635267982209,NaN,3.53
"""617802efefa7d9e67895a5c0""",2021-10-26,1000,1635224760000,,6166c3eedb12ba3708ab8cb0,present,pending,1635268200000,0,12.07
"""617803abefa7d9e67895edbc""",2021-10-26,1003,1635255543926,Card Reader,6166c3eedb12ba3708ab8cb0,late,pending,1635267963450,NaN,3.45
"""617833faefa7d9e678b9ebf5""",2021-10-26,1008,1635267909854,Card Reader,6166c3eedb12ba3708ab8cb0,late,pending,,,
"""61783406efa7d9e678b9f3f2""",2021-10-26,1001,1635267922527,Card Reader,6166c3eedb12ba3708ab8cb0,late,pending,,,
"""61783428efa7d9e678ba119b""",2021-10-26,1007,1635267956735,Card Reader,6166c3eedb12ba3708ab8cb0,late,pending,,,
"""61783431efa7d9e678ba166e""",2021-10-26,1000,1635267965853,Card Reader,6166c3eedb12ba3708ab8cb0,late,pending,,,
"""61783438efa7d9e678ba1a87""",2021-10-26,1004,1635267972443,Card Reader,6166c3eedb12ba3708ab8cb0,late,pending,,,
"""6178343cefa7d9e678ba1dd4""",2021-10-26,1006,1635267976827,Card Reader,6166c3eedb12ba3708ab8cb0,late,pending,,,
"""617c25a4efa7d9e678b32271""",2021-10-26,1001,1635224400000,,6166c3eedb12ba3708ab8cb0,present,pending,,,
"""618102a3efa7d9e6782cbf79""",2021-10-23,1000,1634966640000,,6166c3eedb12ba3708ab8cb0,present,pending,,,
"""618102aeefa7d9e6782cc5f5""",2021-10-23,1001,1634966640000,,6166c3eedb12ba3708ab8cb0,present,pending,,,
"""618102b5efa7d9e6782ccabe""",2021-10-23,1002,1634966640000,,6166c3eedb12ba3708ab8cb0,present,pending,,,
"""618102c0efa7d9e6782cd2bd""",2021-10-23,1003,1634966640000,,6166c3eedb12ba3708ab8cb0,present,pending,,,
"""618102c8efa7d9e6782cd812""",2021-10-23,1004,1634966640000,,6166c3eedb12ba3708ab8cb0,present,pending,,,
"""618102cdefa7d9e6782cdb33""",2021-10-23,1005,1634966640000,,6166c3eedb12ba3708ab8cb0,present,pending,,,
"""618102d2efa7d9e6782cde66""",2021-10-23,1006,1634966640000,,6166c3eedb12ba3708ab8cb0,present,pending,,,
"""618102d7efa7d9e6782ce0df""",2021-10-23,1007,1634966640000,,6166c3eedb12ba3708ab8cb0,present,pending,,,
"""618102dfefa7d9e6782ce54f""",2021-10-23,1008,1634966640000,,6166c3eedb12ba3708ab8cb0,present,pending,,,
"""638d9b76fab6b84ce4c8a400""",2021-10-21,1004,1634794857319,Card Reader,6166c3eedb12ba3708ab8cb0,present,pending,1634835875190,,
"""638d9b76fab6b84ce4c8a401""",2021-10-21,1002,1634794862732,Card Reader,6166c3eedb12ba3708ab8cb0,present,pending,1634835732664,,
"""638d9b76fab6b84ce4c8a402""",2021-10-21,1001,1634794866117,Card Reader,6166c3eedb12ba3708ab8cb0,present,pending,1634835905797,,
"""638d9b76fab6b84ce4c8a403""",2021-10-21,1003,1634794891644,Card Reader,6166c3eedb12ba3708ab8cb0,present,pending,1634835724773,,
"""638d9b76fab6b84ce4c8a404""",2021-10-21,1008,1634794899211,Card Reader,6166c3eedb12ba3708ab8cb0,present,pending,1634835719711,,
"""638d9b76fab6b84ce4c8a405""",2021-10-21,1005,1634794917403,Card Reader,6166c3eedb12ba3708ab8cb0,present,pending,1634835950788,,
"""638d9b76fab6b84ce4c8a406""",2021-10-21,1007,1634795070099,Card Reader,6166c3eedb12ba3708ab8cb0,present,pending,1634835943612,,
"""638d9b76fab6b84ce4c8a407""",2021-10-21,1006,1634795195138,Card Reader,6166c3eedb12ba3708ab8cb0,present,pending,1634835785316,,
"""638d9b76fab6b84ce4c8a408""",2021-10-21,1000,1634795778244,Card Reader,6166c3eedb12ba3708ab8cb0,present,pending,1634835812110,,
"""638d9b76fab6b84ce4c8a409""",2021-10-22,1004,1634881406723,Card Reader,6166c3eedb12ba3708ab8cb0,late,pending,1634922482619,,
"""638d9b76fab6b84ce4c8a40a""",2021-10-22,1008,1634881412960,Card Reader,6166c3eedb12ba3708ab8cb0,late,pending,1634922464275,,
"""638d9b76fab6b84ce4c8a40b""",2021-10-22,1007,1634881433290,Card Reader,6166c3eedb12ba3708ab8cb0,late,pending,1634922495630,,
"""638d9b76fab6b84ce4c8a40c""",2021-10-22,1003,1634881455228,Card Reader,6166c3eedb12ba3708ab8cb0,late,pending,1634922461362,,
"""638d9b76fab6b84ce4c8a40d""",2021-10-22,1005,1634881458249,Card Reader,6166c3eedb12ba3708ab8cb0,late,pending,1634922468916,,
"""638d9b76fab6b84ce4c8a40e""",2021-10-22,1001,1634881513972,Card Reader,6166c3eedb12ba3708ab8cb0,late,pending,1634922473253,,
"""638d9b76fab6b84ce4c8a40f""",2021-10-22,1000,1634881537432,Card Reader,6166c3eedb12ba3708ab8cb0,late,pending,1634922453805,,
"""638d9b76fab6b84ce4c8a410""",2021-10-22,1002,1634881563024,Card Reader,6166c3eedb12ba3708ab8cb0,late,pending,1634922511187,,
"""638d9b76fab6b84ce4c8a411""",2021-10-22,1006,1634882618045,Card Reader,6166c3eedb12ba3708ab8cb0,late,pending,1634922493070,,
"""638d9b76fab6b84ce4c8a412""",2021-10-25,1000,1635139800000,,6166c3eedb12ba3708ab8cb0,present,pending,1635154680000,,
"""638d9b76fab6b84ce4c8a413""",2021-10-26,1002,1635255204598,Card Reader,6166c3eedb12ba3708ab8cb0,late,pending,1635267960239,,
"""638d9b76fab6b84ce4c8a414""",2021-10-26,1005,1635255287577,Card Reader,6166c3eedb12ba3708ab8cb0,late,pending,1635267982209,,
"""638d9b76fab6b84ce4c8a415""",2021-10-26,1000,1635224760000,,6166c3eedb12ba3708ab8cb0,present,pending,1635268200000,,
"""638d9b76fab6b84ce4c8a416""",2021-10-26,1003,1635255543926,Card Reader,6166c3eedb12ba3708ab8cb0,late,pending,1635267963450,,
"""638d9b76fab6b84ce4c8a417""",2021-10-26,1008,1635267909854,Card Reader,6166c3eedb12ba3708ab8cb0,late,pending,,,
"""638d9b76fab6b84ce4c8a418""",2021-10-26,1001,1635267922527,Card Reader,6166c3eedb12ba3708ab8cb0,late,pending,,,
"""638d9b76fab6b84ce4c8a419""",2021-10-26,1007,1635267956735,Card Reader,6166c3eedb12ba3708ab8cb0,late,pending,,,
"""638d9b76fab6b84ce4c8a41a""",2021-10-26,1000,1635267965853,Card Reader,6166c3eedb12ba3708ab8cb0,late,pending,,,
"""638d9b76fab6b84ce4c8a41b""",2021-10-26,1004,1635267972443,Card Reader,6166c3eedb12ba3708ab8cb0,late,pending,,,
"""638d9b76fab6b84ce4c8a41c""",2021-10-26,1006,1635267976827,Card Reader,6166c3eedb12ba3708ab8cb0,late,pending,,,
"""638d9b76fab6b84ce4c8a41d""",2021-10-26,1001,1635224400000,,6166c3eedb12ba3708ab8cb0,present,pending,,,
"""638d9b76fab6b84ce4c8a41e""",2021-10-23,1000,1634966640000,,6166c3eedb12ba3708ab8cb0,present,pending,,,
"""638d9b76fab6b84ce4c8a41f""",2021-10-23,1001,1634966640000,,6166c3eedb12ba3708ab8cb0,present,pending,,,
"""638d9b76fab6b84ce4c8a420""",2021-10-23,1002,1634966640000,,6166c3eedb12ba3708ab8cb0,present,pending,,,
"""638d9b76fab6b84ce4c8a421""",2021-10-23,1003,1634966640000,,6166c3eedb12ba3708ab8cb0,present,pending,,,
"""638d9b76fab6b84ce4c8a422""",2021-10-23,1004,1634966640000,,6166c3eedb12ba3708ab8cb0,present,pending,,,
"""638d9b76fab6b84ce4c8a423""",2021-10-23,1005,1634966640000,,6166c3eedb12ba3708ab8cb0,present,pending,,,
"""638d9b76fab6b84ce4c8a424""",2021-10-23,1006,1634966640000,,6166c3eedb12ba3708ab8cb0,present,pending,,,
"""638d9b76fab6b84ce4c8a425""",2021-10-23,1007,1634966640000,,6166c3eedb12ba3708ab8cb0,present,pending,,,
"""638d9b76fab6b84ce4c8a426""",2021-10-23,1008,1634966640000,,6166c3eedb12ba3708ab8cb0,present,pending,,,
"""638d9c1ddc29ea19f0529509""",2021-10-21,1004,1634794857319,Card Reader,6166c3eedb12ba3708ab8cb0,present,pending,1634835875190,,
"""638d9c1ddc29ea19f052950a""",2021-10-21,1002,1634794862732,Card Reader,6166c3eedb12ba3708ab8cb0,present,pending,1634835732664,,
"""638d9c1ddc29ea19f052950b""",2021-10-21,1001,1634794866117,Card Reader,6166c3eedb12ba3708ab8cb0,present,pending,1634835905797,,
"""638d9c1ddc29ea19f052950c""",2021-10-21,1003,1634794891644,Card Reader,6166c3eedb12ba3708ab8cb0,present,pending,1634835724773,,
"""638d9c1ddc29ea19f052950d""",2021-10-21,1008,1634794899211,Card Reader,6166c3eedb12ba3708ab8cb0,present,pending,1634835719711,,
"""638d9c1ddc29ea19f052950e""",2021-10-21,1005,1634794917403,Card Reader,6166c3eedb12ba3708ab8cb0,present,pending,1634835950788,,
"""638d9c1ddc29ea19f052950f""",2021-10-21,1007,1634795070099,Card Reader,6166c3eedb12ba3708ab8cb0,present,pending,1634835943612,,
"""638d9c1ddc29ea19f0529510""",2021-10-21,1006,1634795195138,Card Reader,6166c3eedb12ba3708ab8cb0,present,pending,1634835785316,,
"""638d9c1ddc29ea19f0529511""",2021-10-21,1000,1634795778244,Card Reader,6166c3eedb12ba3708ab8cb0,present,pending,1634835812110,,
"""638d9c1ddc29ea19f0529512""",2021-10-22,1004,1634881406723,Card Reader,6166c3eedb12ba3708ab8cb0,late,pending,1634922482619,,
"""638d9c1ddc29ea19f0529513""",2021-10-22,1008,1634881412960,Card Reader,6166c3eedb12ba3708ab8cb0,late,pending,1634922464275,,
"""638d9c1ddc29ea19f0529514""",2021-10-22,1007,1634881433290,Card Reader,6166c3eedb12ba3708ab8cb0,late,pending,1634922495630,,
"""638d9c1ddc29ea19f0529515""",2021-10-22,1003,1634881455228,Card Reader,6166c3eedb12ba3708ab8cb0,late,pending,1634922461362,,
"""638d9c1ddc29ea19f0529516""",2021-10-22,1005,1634881458249,Card Reader,6166c3eedb12ba3708ab8cb0,late,pending,1634922468916,,
"""638d9c1ddc29ea19f0529517""",2021-10-22,1001,1634881513972,Card Reader,6166c3eedb12ba3708ab8cb0,late,pending,1634922473253,,
"""638d9c1ddc29ea19f0529518""",2021-10-22,1000,1634881537432,Card Reader,6166c3eedb12ba3708ab8cb0,late,pending,1634922453805,,
"""638d9c1ddc29ea19f0529519""",2021-10-22,1002,1634881563024,Card Reader,6166c3eedb12ba3708ab8cb0,late,pending,1634922511187,,
"""638d9c1ddc29ea19f052951a""",2021-10-22,1006,1634882618045,Card Reader,6166c3eedb12ba3708ab8cb0,late,pending,1634922493070,,
"""638d9c1ddc29ea19f052951b""",2021-10-25,1000,1635139800000,,6166c3eedb12ba3708ab8cb0,present,pending,1635154680000,,
"""638d9c1ddc29ea19f052951c""",2021-10-26,1002,1635255204598,Card Reader,6166c3eedb12ba3708ab8cb0,late,pending,1635267960239,,
"""638d9c1ddc29ea19f052951d""",2021-10-26,1005,1635255287577,Card Reader,6166c3eedb12ba3708ab8cb0,late,pending,1635267982209,,
"""638d9c1ddc29ea19f052951e""",2021-10-26,1000,1635224760000,,6166c3eedb12ba3708ab8cb0,present,pending,1635268200000,,
"""638d9c1ddc29ea19f052951f""",2021-10-26,1003,1635255543926,Card Reader,6166c3eedb12ba3708ab8cb0,late,pending,1635267963450,,
"""638d9c1ddc29ea19f0529520""",2021-10-26,1008,1635267909854,Card Reader,6166c3eedb12ba3708ab8cb0,late,pending,,,
"""638d9c1ddc29ea19f0529521""",2021-10-26,1001,1635267922527,Card Reader,6166c3eedb12ba3708ab8cb0,late,pending,,,
"""638d9c1ddc29ea19f0529522""",2021-10-26,1007,1635267956735,Card Reader,6166c3eedb12ba3708ab8cb0,late,pending,,,
"""638d9c1ddc29ea19f0529523""",2021-10-26,1000,1635267965853,Card Reader,6166c3eedb12ba3708ab8cb0,late,pending,,,
"""638d9c1ddc29ea19f0529524""",2021-10-26,1004,1635267972443,Card Reader,6166c3eedb12ba3708ab8cb0,late,pending,,,
"""638d9c1ddc29ea19f0529525""",2021-10-26,1006,1635267976827,Card Reader,6166c3eedb12ba3708ab8cb0,late,pending,,,
"""638d9c1ddc29ea19f0529526""",2021-10-26,1001,1635224400000,,6166c3eedb12ba3708ab8cb0,present,pending,,,
"""638d9c1ddc29ea19f0529527""",2021-10-23,1000,1634966640000,,6166c3eedb12ba3708ab8cb0,present,pending,,,
"""638d9c1ddc29ea19f0529528""",2021-10-23,1001,1634966640000,,6166c3eedb12ba3708ab8cb0,present,pending,,,
"""638d9c1ddc29ea19f0529529""",2021-10-23,1002,1634966640000,,6166c3eedb12ba3708ab8cb0,present,pending,,,
"""638d9c1ddc29ea19f052952a""",2021-10-23,1003,1634966640000,,6166c3eedb12ba3708ab8cb0,present,pending,,,
"""638d9c1ddc29ea19f052952b""",2021-10-23,1004,1634966640000,,6166c3eedb12ba3708ab8cb0,present,pending,,,
"""638d9c1ddc29ea19f052952c""",2021-10-23,1005,1634966640000,,6166c3eedb12ba3708ab8cb0,present,pending,,,
"""638d9c1ddc29ea19f052952d""",2021-10-23,1006,1634966640000,,6166c3eedb12ba3708ab8cb0,present,pending,,,
"""638d9c1ddc29ea19f052952e""",2021-10-23,1007,1634966640000,,6166c3eedb12ba3708ab8cb0,present,pending,,,
"""638d9c1ddc29ea19f052952f""",2021-10-23,1008,1634966640000,,6166c3eedb12ba3708ab8cb0,present,pending,,,
"""638d9c62eef554203872f23d""",2021-10-21,1004,1634794857319,Card Reader,6166c3eedb12ba3708ab8cb0,present,pending,1634835875190,,
"""638d9c62eef554203872f23e""",2021-10-21,1002,1634794862732,Card Reader,6166c3eedb12ba3708ab8cb0,present,pending,1634835732664,,
"""638d9c62eef554203872f23f""",2021-10-21,1001,1634794866117,Card Reader,6166c3eedb12ba3708ab8cb0,present,pending,1634835905797,,
"""638d9c62eef554203872f240""",2021-10-21,1003,1634794891644,Card Reader,6166c3eedb12ba3708ab8cb0,present,pending,1634835724773,,
"""638d9c62eef554203872f241""",2021-10-21,1008,1634794899211,Card Reader,6166c3eedb12ba3708ab8cb0,present,pending,1634835719711,,
"""638d9c62eef554203872f242""",2021-10-21,1005,1634794917403,Card Reader,6166c3eedb12ba3708ab8cb0,present,pending,1634835950788,,
"""638d9c62eef554203872f243""",2021-10-21,1007,1634795070099,Card Reader,6166c3eedb12ba3708ab8cb0,present,pending,1634835943612,,
"""638d9c62eef554203872f244""",2021-10-21,1006,1634795195138,Card Reader,6166c3eedb12ba3708ab8cb0,present,pending,1634835785316,,
"""638d9c62eef554203872f245""",2021-10-21,1000,1634795778244,Card Reader,6166c3eedb12ba3708ab8cb0,present,pending,1634835812110,,
"""638d9c62eef554203872f246""",2021-10-22,1004,1634881406723,Card Reader,6166c3eedb12ba3708ab8cb0,late,pending,1634922482619,,
"""638d9c62eef554203872f247""",2021-10-22,1008,1634881412960,Card Reader,6166c3eedb12ba3708ab8cb0,late,pending,1634922464275,,
"""638d9c62eef554203872f248""",2021-10-22,1007,1634881433290,Card Reader,6166c3eedb12ba3708ab8cb0,late,pending,1634922495630,,
"""638d9c62eef554203872f249""",2021-10-22,1003,1634881455228,Card Reader,6166c3eedb12ba3708ab8cb0,late,pending,1634922461362,,
"""638d9c62eef554203872f24a""",2021-10-22,1005,1634881458249,Card Reader,6166c3eedb12ba3708ab8cb0,late,pending,1634922468916,,
"""638d9c62eef554203872f24b""",2021-10-22,1001,1634881513972,Card Reader,6166c3eedb12ba3708ab8cb0,late,pending,1634922473253,,
"""638d9c62eef554203872f24c""",2021-10-22,1000,1634881537432,Card Reader,6166c3eedb12ba3708ab8cb0,late,pending,1634922453805,,
"""638d9c62eef554203872f24d""",2021-10-22,1002,1634881563024,Card Reader,6166c3eedb12ba3708ab8cb0,late,pending,1634922511187,,
"""638d9c62eef554203872f24e""",2021-10-22,1006,1634882618045,Card Reader,6166c3eedb12ba3708ab8cb0,late,pending,1634922493070,,
"""638d9c62eef554203872f24f""",2021-10-25,1000,1635139800000,,6166c3eedb12ba3708ab8cb0,present,pending,1635154680000,,
"""638d9c62eef554203872f250""",2021-10-26,1002,1635255204598,Card Reader,6166c3eedb12ba3708ab8cb0,late,pending,1635267960239,,
"""638d9c62eef554203872f251""",2021-10-26,1005,1635255287577,Card Reader,6166c3eedb12ba3708ab8cb0,late,pending,1635267982209,,
"""638d9c62eef554203872f252""",2021-10-26,1000,1635224760000,,6166c3eedb12ba3708ab8cb0,present,pending,1635268200000,,
"""638d9c62eef554203872f253""",2021-10-26,1003,1635255543926,Card Reader,6166c3eedb12ba3708ab8cb0,late,pending,1635267963450,,
"""638d9c62eef554203872f254""",2021-10-26,1008,1635267909854,Card Reader,6166c3eedb12ba3708ab8cb0,late,pending,,,
"""638d9c62eef554203872f255""",2021-10-26,1001,1635267922527,Card Reader,6166c3eedb12ba3708ab8cb0,late,pending,,,
"""638d9c62eef554203872f256""",2021-10-26,1007,1635267956735,Card Reader,6166c3eedb12ba3708ab8cb0,late,pending,,,
"""638d9c62eef554203872f257""",2021-10-26,1000,1635267965853,Card Reader,6166c3eedb12ba3708ab8cb0,late,pending,,,
"""638d9c62eef554203872f258""",2021-10-26,1004,1635267972443,Card Reader,6166c3eedb12ba3708ab8cb0,late,pending,,,
"""638d9c62eef554203872f259""",2021-10-26,1006,1635267976827,Card Reader,6166c3eedb12ba3708ab8cb0,late,pending,,,
"""638d9c62eef554203872f25a""",2021-10-26,1001,1635224400000,,6166c3eedb12ba3708ab8cb0,present,pending,,,
"""638d9c62eef554203872f25b""",2021-10-23,1000,1634966640000,,6166c3eedb12ba3708ab8cb0,present,pending,,,
"""638d9c62eef554203872f25c""",2021-10-23,1001,1634966640000,,6166c3eedb12ba3708ab8cb0,present,pending,,,
"""638d9c62eef554203872f25d""",2021-10-23,1002,1634966640000,,6166c3eedb12ba3708ab8cb0,present,pending,,,
"""638d9c62eef554203872f25e""",2021-10-23,1003,1634966640000,,6166c3eedb12ba3708ab8cb0,present,pending,,,
"""638d9c62eef554203872f25f""",2021-10-23,1004,1634966640000,,6166c3eedb12ba3708ab8cb0,present,pending,,,
"""638d9c62eef554203872f260""",2021-10-23,1005,1634966640000,,6166c3eedb12ba3708ab8cb0,present,pending,,,
"""638d9c62eef554203872f261""",2021-10-23,1006,1634966640000,,6166c3eedb12ba3708ab8cb0,present,pending,,,
"""638d9c62eef554203872f262""",2021-10-23,1007,1634966640000,,6166c3eedb12ba3708ab8cb0,present,pending,,,
"""638d9c62eef554203872f263""",2021-10-23,1008,1634966640000,,6166c3eedb12ba3708ab8cb0,present,pending,,,
